Transaction_ID,Customer_ID,Invoice_Number,Transaction_Date,Invoice_Amount,Payment_Date,Discount_Applied,Refund_Issued,Transaction_Type,Anomaly_Tag
T101419,C7288,INV11419,2024-01-28,2313.52,2024-02-10,123.1,92.7,Payment,Normal
T101420,C2931,INV11420,2024-03-22,664.22,2024-04-20,88.0,27.55,Payment,Normal
T101421,C6957,INV11421,2024-11-22,1997.64,2024-11-23,197.67,88.3,Payment,Normal
T101422,C8231,INV11422,2024-02-11,3276.34,2024-03-08,30.2,266.6,Payment,Normal
T101423,C7184,INV11423,2024-11-30,4708.47,2024-12-03,458.2,449.45,Payment,Normal
T101424,C7494,INV11424,2024-02-13,842.02,2024-02-19,60.3,50.67,Payment,Normal
T101425,C6280,INV11425,2024-10-02,2950.51,2024-10-24,177.68,99.75,Payment,Normal
T101426,C8481,INV11426,2024-10-10,721.44,2024-11-06,42.39,11.74,Payment,Normal
T101427,C4647,INV11427,2024-04-04,3698.39,2024-04-14,115.85,21.66,Payment,Normal
T101428,C6583,INV11428,2024-04-15,2806.59,2024-04-17,250.58,244.71,Payment,Normal
T101429,C3372,INV11429,2024-08-23,2927.21,2024-08-24,151.69,235.06,Payment,Normal
T101430,C2217,INV11430,2024-10-07,2747.37,2024-10-17,32.67,155.46,Payment,Normal
T101431,C6890,INV11431,2024-04-04,4549.29,2024-04-12,270.44,134.81,Payment,Normal
T101432,C1578,INV11432,2024-11-29,803.0,2024-12-06,18.24,34.75,Payment,Normal
T101433,C3412,INV11433,2024-09-29,3018.83,2024-10-05,36.5,283.64,Payment,Normal
T101434,C6642,INV11434,2024-11-14,3800.15,2024-12-09,334.39,314.82,Payment,Normal
T101435,C9367,INV11435,2024-11-17,492.92,2024-12-05,35.26,31.06,Payment,Normal
T101436,C4488,INV11436,2024-04-17,4160.4,2024-05-09,488.93,115.27,Payment,Normal
T101437,C2683,INV11437,2024-03-25,4710.31,2024-04-10,87.86,412.22,Payment,Normal
T101438,C2352,INV11438,2024-02-02,4857.61,2024-02-24,129.08,350.75,Payment,Normal
T101439,C3871,INV11439,2024-04-01,297.4,2024-04-05,18.09,15.35,Payment,Normal
T101440,C8019,INV11440,2024-10-22,2945.16,2024-11-02,413.47,197.99,Payment,Normal
T101441,C4607,INV11441,2024-10-28,2458.26,2024-10-28,298.56,233.67,Payment,Normal
T101442,C4137,INV11442,2024-02-13,208.12,2024-03-11,30.67,1.79,Payment,Normal
T101443,C5893,INV11443,2024-02-07,4090.5,2024-02-29,172.01,54.07,Payment,Normal
T101444,C2377,INV11444,2024-08-20,2255.29,2024-09-17,217.85,85.92,Payment,Normal
T101445,C3432,INV11445,2024-10-15,367.37,2024-11-01,33.03,33.15,Payment,Normal
T101446,C8911,INV11446,2024-04-02,1977.76,2024-04-16,64.18,87.53,Payment,Normal
T101447,C3668,INV11447,2024-04-05,336.98,2024-04-12,41.47,27.85,Payment,Normal
T101448,C1540,INV11448,2024-04-28,2981.2,2024-05-20,157.9,238.43,Payment,Normal
T101449,C7388,INV11449,2024-02-24,2817.97,2024-03-06,349.12,177.94,Payment,Normal
T101450,C1484,INV11450,2024-06-23,3943.59,2024-07-16,354.07,163.32,Payment,Normal
T101451,C5857,INV11451,2024-02-04,4793.93,2024-02-15,389.11,290.08,Payment,Normal
T101452,C9371,INV11452,2024-12-06,1180.39,2024-12-06,110.78,67.47,Payment,Normal
T101453,C5184,INV11453,2024-06-12,1005.71,2024-07-06,8.99,60.78,Payment,Normal
T101454,C5761,INV11454,2024-07-09,3842.09,2024-07-26,301.64,87.13,Payment,Normal
T101455,C5770,INV11455,2024-06-12,3365.96,2024-07-02,40.44,148.72,Payment,Normal
T101456,C5309,INV11456,2024-03-17,900.5,2024-03-18,24.92,18.22,Payment,Normal
T101457,C5718,INV11457,2024-02-27,1994.86,2024-02-27,15.31,79.35,Payment,Normal
T101458,C8489,INV11458,2024-08-08,2607.37,2024-08-10,189.02,99.81,Payment,Normal
T101459,C5429,INV11459,2024-12-23,4211.82,2024-12-31,91.81,212.99,Payment,Normal
T101460,C1028,INV11460,2024-07-18,404.0,2024-08-08,4.31,23.18,Payment,Normal
T101461,C3998,INV11461,2024-12-22,2873.49,2025-01-04,378.45,160.3,Payment,Normal
T101462,C4129,INV11462,2024-10-23,4802.98,2024-11-09,35.08,47.07,Payment,Normal
T101463,C1976,INV11463,2024-06-29,315.92,2024-07-08,8.78,17.1,Payment,Normal
T101464,C4391,INV11464,2024-08-10,3263.3,2024-08-23,22.31,308.7,Payment,Normal
T101465,C7674,INV11465,2024-08-15,4226.61,2024-08-22,188.05,32.62,Payment,Normal
T101466,C5237,INV11466,2024-08-29,932.45,2024-09-22,17.76,11.5,Payment,Normal
T101467,C8780,INV11467,2024-12-28,2640.95,2025-01-03,97.39,94.58,Payment,Normal
T101468,C6516,INV11468,2024-11-20,4948.58,2024-11-24,507.96,469.61,Payment,Normal
T101469,C5268,INV11469,2024-02-26,798.53,2024-03-02,45.77,44.3,Payment,Normal
T101470,C1995,INV11470,2024-09-29,476.11,2024-10-14,0.3,31.92,Payment,Normal
T101471,C2758,INV11471,2024-07-06,3244.92,2024-07-10,199.95,158.89,Payment,Normal
T101472,C2439,INV11472,2024-06-01,2135.67,2024-06-01,7.69,71.62,Payment,Normal
T101473,C5205,INV11473,2024-10-16,967.7,2024-10-17,14.29,92.58,Payment,Normal
T101474,C3799,INV11474,2024-11-25,3036.86,2024-11-28,331.92,95.77,Payment,Normal
T101475,C9451,INV11475,2024-08-30,2026.42,2024-09-04,72.02,19.65,Payment,Normal
T101476,C9881,INV11476,2024-04-27,977.26,2024-05-02,116.91,66.21,Payment,Normal
T101477,C1143,INV11477,2024-05-01,2779.95,2024-05-12,198.11,256.43,Payment,Normal
T101478,C7902,INV11478,2024-09-16,456.4,2024-09-30,19.21,15.97,Payment,Normal
T101479,C9632,INV11479,2024-01-15,3933.89,2024-02-03,585.67,94.68,Payment,Normal
T101480,C1788,INV11480,2024-05-16,4384.11,2024-06-14,546.23,98.49,Payment,Normal
T101481,C8856,INV11481,2024-10-05,2056.73,2024-10-05,126.39,201.19,Payment,Normal
T101482,C2947,INV11482,2024-05-06,986.37,2024-06-03,118.24,32.96,Payment,Normal
T101483,C5877,INV11483,2024-03-16,3681.26,2024-03-23,231.93,212.91,Payment,Normal
T101484,C4452,INV11484,2024-04-10,4179.8,2024-04-26,504.19,362.15,Payment,Normal
T101485,C1910,INV11485,2024-06-09,392.12,2024-06-23,40.71,5.49,Payment,Normal
T101486,C5116,INV11486,2024-07-08,2137.51,2024-08-03,175.89,86.09,Payment,Normal
T101487,C6676,INV11487,2024-05-25,2646.1,2024-06-06,395.54,35.78,Payment,Normal
T101488,C5998,INV11488,2024-01-17,3409.73,2024-01-30,202.54,45.35,Payment,Normal
T101489,C9321,INV11489,2024-09-12,877.81,2024-09-20,124.99,77.21,Payment,Normal
T101490,C3050,INV11490,2024-03-20,4544.51,2024-03-22,675.9,94.67,Payment,Normal
T101491,C1997,INV11491,2024-12-08,1841.65,2024-12-29,184.87,89.1,Payment,Normal
T101492,C9695,INV11492,2024-03-20,2150.11,2024-04-18,115.4,127.67,Payment,Normal
T101493,C6815,INV11493,2024-03-31,2920.41,2024-04-10,70.73,137.77,Payment,Normal
T101494,C4553,INV11494,2024-08-01,2812.01,2024-08-23,240.55,59.08,Payment,Normal
T101495,C4721,INV11495,2024-09-05,3737.13,2024-09-08,14.13,132.61,Payment,Normal
T101496,C3644,INV11496,2024-08-31,3923.04,2024-09-11,331.83,102.46,Payment,Normal
T101497,C5908,INV11497,2024-09-02,3505.27,2024-09-29,298.33,279.1,Payment,Normal
T101498,C9073,INV11498,2024-10-06,3701.62,2024-10-15,338.76,180.7,Payment,Normal
T101499,C7587,INV11499,2024-05-12,752.59,2024-06-06,29.5,31.54,Payment,Normal
T101500,C4310,INV11500,2024-12-02,3036.57,2024-12-11,233.99,87.51,Payment,Normal
T101501,C4732,INV11501,2024-01-24,131.68,2024-02-16,9.8,3.76,Payment,Normal
T101502,C5438,INV11502,2024-11-13,3699.58,2024-12-05,13.29,216.36,Payment,Normal
T101503,C4386,INV11503,2024-07-20,4713.22,2024-07-31,123.3,222.3,Payment,Normal
T101504,C6507,INV11504,2024-06-12,547.97,2024-06-14,51.43,30.17,Payment,Normal
T101505,C5066,INV11505,2024-06-09,2096.09,2024-06-11,163.93,187.93,Payment,Normal
T101506,C4761,INV11506,2024-01-04,1061.84,2024-01-09,3.59,91.5,Payment,Normal
T101507,C6783,INV11507,2024-11-20,2927.87,2024-12-14,391.16,174.78,Payment,Normal
T101508,C3049,INV11508,2024-07-22,4069.79,2024-07-22,262.3,305.18,Payment,Normal
T101509,C9576,INV11509,2024-08-17,4573.9,2024-09-13,392.52,82.69,Payment,Normal
T101510,C5792,INV11510,2024-08-24,1417.11,2024-09-15,42.23,34.98,Payment,Normal
T101511,C1647,INV11511,2024-06-24,1601.44,2024-07-14,133.35,94.16,Payment,Normal
T101512,C6735,INV11512,2024-10-17,2189.85,2024-10-27,202.15,17.86,Payment,Normal
T101513,C8648,INV11513,2024-05-27,530.16,2024-05-31,13.66,27.47,Payment,Normal
T101514,C5174,INV11514,2024-10-30,1148.57,2024-11-24,48.81,45.98,Payment,Normal
T101515,C5792,INV11515,2024-01-02,4078.14,2024-01-13,8.48,264.83,Payment,Normal
T101516,C9076,INV11516,2024-01-30,3377.5,2024-02-17,404.62,315.04,Payment,Normal
T101517,C9453,INV11517,2024-06-25,198.68,2024-07-11,4.58,17.61,Payment,Normal
T101518,C8626,INV11518,2024-06-10,2346.74,2024-06-27,198.74,155.6,Payment,Normal
T101519,C1593,INV11519,2024-12-23,3427.43,2025-01-07,479.02,341.7,Payment,Normal
T101520,C3598,INV11520,2024-12-14,3628.77,2024-12-31,156.34,319.24,Payment,Normal
T101521,C8576,INV11521,2024-05-20,341.18,2024-05-26,11.83,30.62,Payment,Normal
T101522,C5417,INV11522,2024-02-11,1355.34,2024-03-06,44.86,18.72,Payment,Normal
T101523,C8354,INV11523,2024-10-17,4309.65,2024-11-07,323.26,290.86,Payment,Normal
T101524,C4298,INV11524,2024-12-03,1271.43,2024-12-29,144.57,96.63,Payment,Normal
T101525,C9847,INV11525,2024-11-06,1631.73,2024-11-10,100.52,34.22,Payment,Normal
T101526,C9499,INV11526,2024-08-09,4885.15,2024-09-05,473.08,456.54,Payment,Normal
T101527,C8653,INV11527,2024-12-21,1586.59,2024-12-29,186.08,121.51,Payment,Normal
T101528,C2605,INV11528,2024-05-18,3489.11,2024-05-30,505.38,137.32,Payment,Normal
T101529,C1122,INV11529,2024-06-20,740.51,2024-07-18,74.61,54.01,Payment,Normal
T101530,C4972,INV11530,2024-04-20,2917.8,2024-04-20,90.52,147.19,Payment,Normal
T101531,C5160,INV11531,2024-06-15,1629.73,2024-06-28,104.5,105.15,Payment,Normal
T101532,C3510,INV11532,2024-10-16,3751.55,2024-11-06,130.68,152.06,Payment,Normal
T101533,C5180,INV11533,2024-11-02,1418.89,2024-11-30,42.28,111.15,Payment,Normal
T101534,C2081,INV11534,2024-09-17,4555.34,2024-10-11,252.98,342.23,Payment,Normal
T101535,C4010,INV11535,2024-01-09,4495.28,2024-02-02,570.53,82.18,Payment,Normal
T101536,C6912,INV11536,2024-10-19,4785.83,2024-10-20,270.41,162.35,Payment,Normal
T101537,C7685,INV11537,2024-03-13,405.91,2024-03-16,29.6,4.42,Payment,Normal
T101538,C4846,INV11538,2024-02-06,1317.85,2024-03-03,62.65,106.59,Payment,Normal
T101539,C3926,INV11539,2024-09-14,4389.89,2024-10-12,199.17,376.96,Payment,Normal
T101540,C9457,INV11540,2024-02-29,4300.43,2024-03-13,493.25,63.09,Payment,Normal
T101541,C1882,INV11541,2024-11-08,3482.58,2024-11-19,493.67,237.7,Payment,Normal
T101542,C9982,INV11542,2024-07-30,1724.92,2024-08-08,129.52,111.38,Payment,Normal
T101543,C9633,INV11543,2024-11-20,2601.8,2024-11-26,46.81,81.19,Payment,Normal
T101544,C2561,INV11544,2024-08-01,4031.74,2024-08-07,520.95,55.36,Payment,Normal
T101545,C5269,INV11545,2024-11-22,4766.7,2024-12-05,235.11,315.71,Payment,Normal
T101546,C7146,INV11546,2024-01-24,3783.94,2024-02-04,460.85,357.87,Payment,Normal
T101547,C2561,INV11547,2024-08-11,1633.31,2024-08-29,210.33,21.51,Payment,Normal
T101548,C6229,INV11548,2024-06-13,3554.7,2024-07-02,395.63,240.91,Payment,Normal
T101549,C7338,INV11549,2024-01-17,1336.34,2024-02-05,175.0,22.57,Payment,Normal
T101550,C3275,INV11550,2024-12-30,362.81,2025-01-18,39.05,17.25,Payment,Normal
T101551,C1368,INV11551,2024-10-30,4260.58,2024-11-10,245.02,71.7,Payment,Normal
T101552,C3956,INV11552,2024-10-11,4198.57,2024-10-17,345.7,79.44,Payment,Normal
T101553,C7499,INV11553,2024-01-28,3629.88,2024-02-14,278.29,219.36,Payment,Normal
T101554,C3876,INV11554,2024-05-04,2358.4,2024-05-30,293.16,195.64,Payment,Normal
T101555,C3171,INV11555,2024-01-19,3576.01,2024-02-06,56.54,299.97,Payment,Normal
T101556,C9833,INV11556,2024-02-15,3387.96,2024-03-01,354.22,122.98,Payment,Normal
T101557,C3653,INV11557,2024-07-08,4408.47,2024-07-16,479.67,49.64,Payment,Normal
T101558,C6695,INV11558,2024-12-17,2098.11,2025-01-11,278.96,9.9,Payment,Normal
T101559,C7541,INV11559,2024-04-12,4810.94,2024-04-27,490.11,303.75,Payment,Normal
T101560,C5100,INV11560,2024-03-21,1425.74,2024-04-04,53.21,134.31,Payment,Normal
T101561,C4027,INV11561,2024-06-04,1561.54,2024-06-14,181.65,61.39,Payment,Normal
T101562,C2432,INV11562,2024-05-23,782.34,2024-05-29,1.26,42.58,Payment,Normal
T101563,C8332,INV11563,2024-01-29,4881.32,2024-02-22,270.28,174.36,Payment,Normal
T101564,C2667,INV11564,2024-12-29,1786.05,2025-01-20,139.46,78.7,Payment,Normal
T101565,C9640,INV11565,2024-10-07,4411.58,2024-10-28,334.52,224.0,Payment,Normal
T101566,C6502,INV11566,2024-05-05,778.02,2024-05-08,114.69,19.45,Payment,Normal
T101567,C4129,INV11567,2024-02-26,459.48,2024-02-26,45.71,27.36,Payment,Normal
T101568,C8108,INV11568,2024-10-08,2134.21,2024-10-13,135.16,167.55,Payment,Normal
T101569,C9148,INV11569,2024-09-10,1058.99,2024-09-25,130.3,68.7,Payment,Normal
T101570,C4689,INV11570,2024-10-04,2152.95,2024-10-26,147.92,55.25,Payment,Normal
T101571,C8323,INV11571,2024-10-17,3785.36,2024-10-23,291.21,121.45,Payment,Normal
T101572,C2970,INV11572,2024-10-31,3020.65,2024-11-20,451.16,131.48,Payment,Normal
T101573,C6780,INV11573,2024-05-30,4611.39,2024-06-05,238.65,25.24,Payment,Normal
T101574,C9842,INV11574,2024-10-22,1100.79,2024-10-24,69.13,24.18,Payment,Normal
T101575,C4685,INV11575,2024-12-22,101.11,2025-01-06,13.88,8.53,Payment,Normal
T101576,C3211,INV11576,2024-07-12,3737.23,2024-07-17,94.07,44.98,Payment,Normal
T101577,C5457,INV11577,2024-12-19,431.26,2024-12-19,46.84,40.06,Payment,Normal
T101578,C7759,INV11578,2024-09-25,2209.63,2024-10-15,39.49,113.22,Payment,Normal
T101579,C2792,INV11579,2024-02-12,1809.28,2024-02-23,101.72,112.42,Payment,Normal
T101580,C4300,INV11580,2024-12-31,3621.72,2025-01-29,60.09,12.89,Payment,Normal
T101581,C8457,INV11581,2024-11-19,4972.22,2024-12-15,173.58,26.77,Payment,Normal
T101582,C7272,INV11582,2024-11-04,1030.39,2024-11-16,6.02,40.37,Payment,Normal
T101583,C8205,INV11583,2024-06-22,4031.77,2024-07-10,206.37,179.08,Payment,Normal
T101584,C2617,INV11584,2024-01-02,3410.38,2024-01-28,260.33,293.79,Payment,Normal
T101585,C3609,INV11585,2024-05-27,4343.57,2024-06-04,6.46,337.95,Payment,Normal
T101586,C8570,INV11586,2024-11-08,2357.59,2024-11-11,349.69,113.93,Payment,Normal
T101587,C9772,INV11587,2024-10-27,4935.79,2024-10-27,558.66,122.71,Payment,Normal
T101588,C8840,INV11588,2024-07-05,2738.14,2024-08-04,407.49,234.8,Payment,Normal
T101589,C2716,INV11589,2024-10-17,577.1,2024-10-20,61.15,19.94,Payment,Normal
T101590,C7095,INV11590,2024-10-01,134.21,2024-10-24,8.12,3.15,Payment,Normal
T101591,C4338,INV11591,2024-06-29,4112.46,2024-07-10,208.09,340.32,Payment,Normal
T101592,C4451,INV11592,2024-09-22,102.93,2024-10-06,4.75,2.48,Payment,Normal
T101593,C5492,INV11593,2024-09-11,1244.48,2024-09-18,12.73,23.29,Payment,Normal
T101594,C5853,INV11594,2024-09-09,2822.19,2024-09-25,123.34,117.8,Payment,Normal
T101595,C4906,INV11595,2024-05-18,1946.65,2024-05-20,255.76,176.23,Payment,Normal
T101596,C6077,INV11596,2024-11-12,2515.49,2024-11-16,124.58,26.87,Payment,Normal
T101597,C7099,INV11597,2024-03-16,4771.67,2024-03-22,43.11,142.03,Payment,Normal
T101598,C8234,INV11598,2024-08-24,1560.52,2024-09-13,75.0,25.64,Payment,Normal
T101599,C3487,INV11599,2024-10-17,3937.49,2024-10-25,72.35,249.99,Payment,Normal
T101600,C3161,INV11600,2024-02-04,706.85,2024-02-09,7.48,64.28,Payment,Normal
T101601,C2088,INV11601,2024-01-16,1031.63,2024-02-13,127.08,56.19,Payment,Normal
T101602,C6265,INV11602,2024-05-12,481.5,2024-06-04,69.01,11.89,Payment,Normal
T101603,C1697,INV11603,2024-10-16,4312.26,2024-10-30,109.19,368.24,Payment,Normal
T101604,C7868,INV11604,2024-05-09,164.82,2024-05-11,12.65,12.68,Payment,Normal
T101605,C4907,INV11605,2024-07-07,4680.5,2024-08-03,638.33,383.63,Payment,Normal
T101606,C1021,INV11606,2024-04-12,4452.14,2024-05-11,133.04,126.52,Payment,Normal
T101607,C8004,INV11607,2024-01-24,1515.95,2024-02-04,85.74,59.63,Payment,Normal
T101608,C4044,INV11608,2024-10-05,2768.32,2024-10-13,66.39,191.36,Payment,Normal
T101609,C7367,INV11609,2024-10-30,921.08,2024-11-24,42.87,46.36,Payment,Normal
T101610,C4392,INV11610,2024-07-02,4002.56,2024-07-02,443.97,258.38,Payment,Normal
T101611,C1069,INV11611,2024-04-21,863.29,2024-04-23,70.84,7.55,Payment,Normal
T101612,C3473,INV11612,2024-05-15,1949.08,2024-05-27,120.9,7.76,Payment,Normal
T101613,C8426,INV11613,2024-01-19,1442.54,2024-02-13,206.78,137.57,Payment,Normal
T101614,C4418,INV11614,2024-04-15,1826.4,2024-05-08,11.81,32.71,Payment,Normal
T101615,C7153,INV11615,2024-05-18,2021.87,2024-05-19,287.44,28.55,Payment,Normal
T101616,C9161,INV11616,2024-02-09,3841.23,2024-02-20,62.62,376.92,Payment,Normal
T101617,C5112,INV11617,2024-04-20,1969.92,2024-05-04,229.07,67.49,Payment,Normal
T101618,C9494,INV11618,2024-06-20,3175.58,2024-06-28,91.46,46.37,Payment,Normal
T101619,C6777,INV11619,2024-05-23,4696.51,2024-06-02,646.46,416.8,Payment,Normal
T101620,C9615,INV11620,2024-08-22,3164.62,2024-09-01,383.68,21.85,Payment,Normal
T101621,C1963,INV11621,2024-11-23,1740.47,2024-12-18,81.9,110.63,Payment,Normal
T101622,C1933,INV11622,2024-04-05,1844.19,2024-04-18,41.08,110.0,Payment,Normal
T101623,C3532,INV11623,2024-10-06,4090.48,2024-11-05,234.46,54.1,Payment,Normal
T101624,C7814,INV11624,2024-12-10,1063.77,2024-12-22,37.89,31.9,Payment,Normal
T101625,C9279,INV11625,2024-01-18,3249.7,2024-01-26,292.93,226.21,Payment,Normal
T101626,C7933,INV11626,2024-10-27,1876.26,2024-11-03,231.91,38.29,Payment,Normal
T101627,C1395,INV11627,2024-07-24,2398.3,2024-08-08,288.13,43.21,Payment,Normal
T101628,C9812,INV11628,2024-12-18,638.33,2025-01-09,84.61,21.89,Payment,Normal
T101629,C2302,INV11629,2024-07-10,3450.96,2024-08-09,13.12,238.13,Payment,Normal
T101630,C8442,INV11630,2024-09-26,1648.9,2024-10-03,13.79,100.55,Payment,Normal
T101631,C6995,INV11631,2024-08-05,1279.94,2024-08-26,74.26,10.31,Payment,Normal
T101632,C2242,INV11632,2024-06-20,821.1,2024-07-07,36.7,7.37,Payment,Normal
T101633,C4399,INV11633,2024-12-24,4563.05,2024-12-29,4.14,220.79,Payment,Normal
T101634,C5166,INV11634,2024-08-07,703.91,2024-09-04,32.49,65.19,Payment,Normal
T101635,C4054,INV11635,2024-12-13,892.3,2025-01-09,129.27,18.36,Payment,Normal
T101636,C7492,INV11636,2024-07-13,3733.67,2024-07-19,306.17,330.24,Payment,Normal
T101637,C8799,INV11637,2024-12-14,2814.57,2024-12-17,225.68,55.01,Payment,Normal
T101638,C3477,INV11638,2024-01-08,914.52,2024-02-07,125.72,29.98,Payment,Normal
T101639,C9927,INV11639,2024-06-21,1923.2,2024-06-29,219.19,65.16,Payment,Normal
T101640,C7109,INV11640,2024-05-12,4765.11,2024-05-24,527.45,284.68,Payment,Normal
T101641,C7265,INV11641,2024-11-23,4416.39,2024-12-11,32.86,113.53,Payment,Normal
T101642,C3790,INV11642,2024-05-20,2378.68,2024-06-12,80.99,176.95,Payment,Normal
T101643,C4574,INV11643,2024-10-20,4604.12,2024-10-22,292.66,157.52,Payment,Normal
T101644,C9479,INV11644,2024-06-23,4811.6,2024-07-11,321.07,235.31,Payment,Normal
T101645,C6307,INV11645,2024-12-21,1823.08,2025-01-01,248.73,103.73,Payment,Normal
T101646,C3988,INV11646,2024-01-29,3834.66,2024-02-22,466.95,131.09,Payment,Normal
T101647,C3300,INV11647,2024-04-09,2225.1,2024-04-11,283.19,80.83,Payment,Normal
T101648,C3486,INV11648,2024-12-15,3990.28,2024-12-21,563.22,248.68,Payment,Normal
T101649,C6944,INV11649,2024-06-19,3733.97,2024-07-14,450.93,315.54,Payment,Normal
T101650,C9724,INV11650,2024-09-06,2035.76,2024-09-15,15.65,81.81,Payment,Normal
T101651,C8711,INV11651,2024-05-27,3401.41,2024-06-24,229.77,254.75,Payment,Normal
T101652,C1763,INV11652,2024-08-04,1849.21,2024-08-14,176.07,34.47,Payment,Normal
T101653,C7602,INV11653,2024-03-05,3771.91,2024-03-15,308.75,76.97,Payment,Normal
T101654,C9277,INV11654,2024-08-01,1530.36,2024-08-13,171.85,73.86,Payment,Normal
T101655,C7930,INV11655,2024-04-12,1158.55,2024-05-09,168.09,82.85,Payment,Normal
T101656,C3711,INV11656,2024-03-11,4789.96,2024-03-24,306.87,227.57,Payment,Normal
T101657,C8402,INV11657,2024-06-27,4499.98,2024-06-30,354.41,318.27,Payment,Normal
T101658,C2530,INV11658,2024-06-17,1335.65,2024-07-11,89.5,16.49,Payment,Normal
T101659,C1966,INV11659,2024-08-03,1109.3,2024-08-23,0.16,4.36,Payment,Normal
T101660,C6535,INV11660,2024-04-10,4888.69,2024-04-17,177.72,324.27,Payment,Normal
T101661,C9604,INV11661,2024-10-21,4211.59,2024-10-21,347.87,64.5,Payment,Normal
T101662,C6635,INV11662,2024-04-10,3667.77,2024-05-01,330.24,268.21,Payment,Normal
T101663,C3034,INV11663,2024-04-04,3871.76,2024-04-24,566.48,222.07,Payment,Normal
T101664,C8399,INV11664,2024-03-18,1774.04,2024-03-27,172.56,12.14,Payment,Normal
T101665,C4595,INV11665,2024-12-18,4497.25,2025-01-17,80.53,147.44,Payment,Normal
T101666,C7522,INV11666,2024-08-30,4097.15,2024-09-04,367.09,161.28,Payment,Normal
T101667,C7473,INV11667,2024-04-28,2419.83,2024-05-19,310.18,82.28,Payment,Normal
T101668,C7248,INV11668,2024-04-05,4361.28,2024-04-09,57.66,338.78,Payment,Normal
T101669,C1385,INV11669,2024-11-27,4252.98,2024-12-10,115.99,183.03,Payment,Normal
T101670,C7305,INV11670,2024-03-17,910.95,2024-03-22,96.55,48.77,Payment,Normal
T101671,C9746,INV11671,2024-05-28,3213.08,2024-06-05,94.7,68.04,Payment,Normal
T101672,C9814,INV11672,2024-06-09,303.34,2024-07-02,14.65,16.98,Payment,Normal
T101673,C5609,INV11673,2024-09-29,4303.88,2024-10-08,430.56,187.39,Payment,Normal
T101674,C9954,INV11674,2024-08-15,4770.29,2024-08-27,514.65,443.72,Payment,Normal
T101675,C8551,INV11675,2024-05-08,2685.18,2024-05-10,104.28,14.18,Payment,Normal
T101676,C5276,INV11676,2024-05-25,3657.82,2024-05-27,66.56,110.75,Payment,Normal
T101677,C1143,INV11677,2024-01-13,2709.11,2024-01-25,229.36,162.7,Payment,Normal
T101678,C4119,INV11678,2024-10-10,914.65,2024-10-14,52.1,56.45,Payment,Normal
T101679,C3751,INV11679,2024-11-13,4852.11,2024-12-02,529.58,447.66,Payment,Normal
T101680,C5469,INV11680,2024-02-24,3834.84,2024-03-21,340.37,73.64,Payment,Normal
T101681,C1819,INV11681,2024-04-25,3366.76,2024-05-05,314.82,202.84,Payment,Normal
T101682,C8288,INV11682,2024-07-24,2499.95,2024-08-20,198.24,83.61,Payment,Normal
T101683,C6133,INV11683,2024-08-10,2644.63,2024-08-19,78.37,212.94,Payment,Normal
T101684,C3873,INV11684,2024-09-29,1010.31,2024-10-28,12.88,44.07,Payment,Normal
T101685,C1829,INV11685,2024-05-05,3325.71,2024-05-14,218.36,92.04,Payment,Normal
T101686,C5368,INV11686,2024-06-16,2835.04,2024-07-13,147.56,264.47,Payment,Normal
T101687,C2185,INV11687,2024-10-08,4620.96,2024-10-23,348.22,151.51,Payment,Normal
T101688,C5920,INV11688,2024-08-04,3711.95,2024-08-17,20.44,176.23,Payment,Normal
T101689,C7264,INV11689,2024-10-07,1747.98,2024-10-16,241.36,2.1,Payment,Normal
T101690,C7318,INV11690,2024-04-01,2808.79,2024-05-01,312.06,136.23,Payment,Normal
T101691,C1515,INV11691,2024-07-18,518.47,2024-08-14,75.63,26.86,Payment,Normal
T101692,C7125,INV11692,2024-09-11,3109.51,2024-10-11,110.36,150.34,Payment,Normal
T101693,C4723,INV11693,2024-06-04,2202.83,2024-06-23,24.75,23.39,Payment,Normal
T101694,C8080,INV11694,2024-11-05,4203.62,2024-11-30,151.22,81.95,Payment,Normal
T101695,C8594,INV11695,2024-05-18,2574.07,2024-05-18,296.82,15.95,Payment,Normal
T101696,C7128,INV11696,2024-01-04,2926.36,2024-01-19,52.33,10.67,Payment,Normal
T101697,C4454,INV11697,2024-06-16,358.45,2024-06-27,44.85,4.23,Payment,Normal
T101698,C2970,INV11698,2024-04-18,321.24,2024-05-17,21.1,27.11,Payment,Normal
T101699,C2743,INV11699,2024-04-27,1385.8,2024-05-17,87.66,5.53,Payment,Normal
T101700,C8766,INV11700,2024-12-01,2300.48,2024-12-25,199.32,131.34,Payment,Normal
T101701,C8241,INV11701,2024-11-08,1728.89,2024-12-07,81.83,18.43,Payment,Normal
T101702,C1835,INV11702,2024-03-20,1897.31,2024-03-30,28.32,145.45,Payment,Normal
T101703,C3699,INV11703,2024-07-22,4834.74,2024-07-31,703.51,418.24,Payment,Normal
T101704,C6566,INV11704,2024-05-21,3043.88,2024-06-11,320.0,86.81,Payment,Normal
T101705,C6126,INV11705,2024-11-29,3190.78,2024-12-04,218.08,153.8,Payment,Normal
T101706,C6817,INV11706,2024-12-23,3813.11,2025-01-16,161.25,121.27,Payment,Normal
T101707,C7899,INV11707,2024-08-09,4630.74,2024-08-10,39.05,224.88,Payment,Normal
T101708,C6328,INV11708,2024-05-20,4572.72,2024-05-30,418.65,249.86,Payment,Normal
T101709,C9208,INV11709,2024-03-20,1323.75,2024-04-14,68.16,112.79,Payment,Normal
